ID,Pos,Player,Team,Eligible,Status,Age,Opponent,IP,SV,HLD,K,ERA,WHIP,W+QS,GP,FANTRAXID,IDFANGRAPHS,MLBID,TBF,FIP,xFIP,SIERA,K-BB%,HardHit%,BABIP+,Stuff+,Location+,Pitching+,CSW%,Pitches,K%,BB%,est_woba_minus_woba_diff,era_minus_xera_diff,bip,brl_percent,ev95plus,avg_hit_speed,avg_hit_angle,team_name
*041m9*,P,Dane Dunning,TEX,"SP,RP",Act,29,OAK Sun 1:35PM,90.1,0,0,85,5.38,1.428,6,24,*041m9*,19409,641540.0,399.0,5.23,4.49,4.4,0.115,0.45399999999999996,102.0,82.0,98.0,94.0,0.272,1593.0,0.213,0.098,-0.012,-0.05,269.0,11.2,123.0,90.3,13.6,Moonstars
*0425t*,P,Bailey Ober,MIN,SP,Act,29,TOR Sun 1:10PM,142.0,0,0,147,4.06,1.035,27,25,*0425t*,21224,641927.0,566.0,3.87,3.95,3.72,0.196,0.35600000000000004,89.0,90.0,105.0,102.0,0.29100000000000004,2165.0,0.26,0.064,-0.007,0.526,379.0,8.7,136.0,87.9,20.5,Moonstars
*04px8*,P,Reese Olson,DET,SP,Act,25,BOS Sun 12:40PM,103.0,0,0,92,3.23,1.184,13,19,*04px8*,24968,681857.0,425.0,3.13,3.72,3.96,0.14400000000000002,0.435,103.0,92.0,97.0,98.0,0.281,1674.0,0.21600000000000003,0.073,-0.012,-0.297,299.0,5.4,131.0,90.1,8.4,Moonstars
*0319c*,P,Mark Leiter Jr.,NYY,RP,Act,33,STL Sun 12:35PM,49.2,0,15,72,4.71,1.329,3,53,*0319c*,15551,643410.0,213.0,3.3,2.91,2.79,0.235,0.385,116.0,93.0,97.0,98.0,0.325,824.0,0.324,0.08900000000000001,0.006,1.22,122.0,8.2,47.0,88.4,10.8,Moonstars
*04n0m*,SP,Logan Gilbert,SEA,SP,Res,27,@LAA Sun 3:07PM,171.2,0,0,172,3.09,0.903,28,27,*04n0m*,22250,669302.0,661.0,3.13,3.27,3.37,0.213,0.389,86.0,120.0,101.0,105.0,0.29600000000000004,2482.0,0.26,0.047,-0.026,-0.037,455.0,6.6,177.0,89.3,12.7,Moonstars
*05vy6*,P,Bryce Miller,SEA,SP,Res,26,@LAA Sun 3:07PM,150.2,0,0,143,3.23,0.982,24,26,*05vy6*,29837,682243.0,590.0,3.61,3.82,3.75,0.18600000000000003,0.413,86.0,111.0,102.0,105.0,0.265,2277.0,0.242,0.055999999999999994,-0.0359999999999999,-0.504,412.0,10.0,172.0,90.7,16.3,Moonstars
*05jq2*,P,Andrew Abbott,CIN,SP,Res,25,MIL Sun 11:10AM,138.0,0,0,114,3.72,1.297,19,25,*05jq2*,29911,671096.0,586.0,5.05,4.93,4.8,0.106,0.33,88.0,92.0,98.0,97.0,0.255,2333.0,0.195,0.08900000000000001,0.009,-0.343,418.0,9.3,140.0,88.2,21.3,Moonstars
*03dgs*,RP,Erik Swanson,TOR,RP,Res,30,@MIN Sun 1:10PM,28.2,0,6,25,6.28,1.465,1,33,*03dgs*,16587,657024.0,127.0,7.44,4.55,4.28,0.102,0.527,92.0,101.0,95.0,98.0,0.23600000000000002,491.0,0.18899999999999997,0.087,0.021,0.206,91.0,14.3,48.0,93.2,13.7,Moonstars
*05u6r*,SP,Robert Gasser,MIL,SP,IR,25,@CIN Sun 11:10AM,28.0,0,0,16,2.57,1.036,4,5,*05u6r*,29812,688107.0,114.0,3.39,4.2,4.36,0.132,0.245,96.0,97.0,102.0,99.0,0.29600000000000004,399.0,0.14,0.009000000000000001,-0.002,-0.359,94.0,2.1,23.0,86.0,14.3,Moonstars
*04esc*,SP,Keaton Winn,SF,SP,IR,26,MIA Sun 3:05PM,55.1,0,0,48,7.16,1.373,7,12,*04esc*,23499,676775.0,238.0,4.85,4.09,4.28,0.11800000000000001,0.48200000000000004,101.0,112.0,98.0,103.0,0.262,877.0,0.20199999999999999,0.084,-0.009,1.547,165.0,8.5,80.0,93.1,8.7,Moonstars
*04eos*,SP,Joey Cantillo,CLE,SP,Min,24,PIT Sun 12:40PM,18.2,0,0,15,7.71,1.607,0,5,*04eos*,23335,676282.0,83.0,7.19,4.97,5.0,0.07200000000000001,0.441,100.0,97.0,93.0,93.0,0.273,355.0,0.18100000000000002,0.10800000000000001,0.028,1.574,59.0,10.2,26.0,90.6,11.0,Moonstars
*0510l*,P,Emerson Hancock,SEA,SP,Min,25,@LAA Sun 3:07PM,45.1,0,0,28,4.76,1.324,7,9,*0510l*,27470,676106.0,198.0,5.42,5.18,5.15,0.071,0.441,93.0,87.0,103.0,99.0,0.25,753.0,0.141,0.071,-0.0449999999999999,-1.375,152.0,9.9,70.0,88.5,15.5,Moonstars
*05tq1*,SP,Spencer Schwellenbach,ATL,SP,Min,24,@PHI Sun 6:10PM,87.0,0,0,102,3.72,1.069,13,15,*05tq1*,31846,680885.0,355.0,3.11,3.09,3.13,0.237,0.38299999999999995,100.0,101.0,107.0,109.0,0.309,1366.0,0.287,0.051,0.0149999999999999,0.684,230.0,4.3,88.0,87.7,10.3,Moonstars
*03df2*,SP,Dylan Cease,SD,SP,Act,28,@TB Sun 12:40PM,159.0,0,0,197,3.57,1.088,26,28,*03df2*,18525,656302.0,643.0,3.16,3.3,3.34,0.221,0.36200000000000004,92.0,122.0,100.0,107.0,0.295,2705.0,0.306,0.086,-0.0109999999999999,0.236,387.0,9.3,142.0,88.4,13.3,Rantiago
*052c8*,SP,Cristopher Sanchez,PHI,SP,Act,27,ATL Sun 6:10PM,152.0,0,0,124,3.49,1.276,23,26,*052c8*,20778,650911.0,633.0,2.94,3.15,3.55,0.139,0.34,109.0,94.0,102.0,105.0,0.271,2329.0,0.196,0.057,-0.004,-0.137,473.0,5.5,161.0,87.3,1.1,Rantiago
*0403o*,RP,Andres Munoz,SEA,RP,Act,25,@LAA Sun 3:07PM,51.0,19,6,65,1.76,0.98,2,51,*0403o*,20373,662253.0,200.0,3.23,3.11,3.1,0.205,0.34299999999999997,75.0,114.0,95.0,100.0,0.336,827.0,0.325,0.12,-0.035,-1.075,108.0,8.3,37.0,86.1,1.2,Rantiago
*03dfa*,RP,Tanner Scott,SD,RP,Act,30,@TB Sun 12:40PM,58.2,20,6,66,1.53,1.04,8,58,*03dfa*,17586,656945.0,235.0,3.17,3.57,3.71,0.153,0.28300000000000003,70.0,145.0,98.0,108.0,0.307,932.0,0.281,0.128,-0.035,-1.266,138.0,4.3,39.0,83.3,11.6,Rantiago
*01c5l*,P,Yu Darvish,SD,SP,Act,38,@TB Sun 12:40PM,56.1,0,0,53,3.2,1.065,7,11,*01c5l*,13074,506433.0,229.0,3.53,3.93,3.95,0.166,0.431,86.0,99.0,103.0,102.0,0.271,892.0,0.231,0.066,-0.0209999999999999,-0.385,160.0,6.3,69.0,91.2,16.9,Rantiago
*01ut7*,P,Nathan Eovaldi,TEX,SP,Act,34,OAK Sun 1:35PM,140.0,0,0,138,3.6,1.064,23,24,*01ut7*,9132,543135.0,564.0,3.69,3.31,3.5,0.188,0.428,95.0,98.0,105.0,104.0,0.28800000000000003,2156.0,0.245,0.057,-0.0229999999999999,-0.16,388.0,6.7,166.0,89.5,8.5,Rantiago
*000dp*,P,Justin Verlander,HOU,SP,Act,41,KC Sun 1:10PM,67.0,0,0,60,4.16,1.224,8,12,*000dp*,8700,434378.0,281.0,4.74,4.87,4.54,0.146,0.33299999999999996,97.0,119.0,102.0,104.0,0.263,1128.0,0.214,0.068,0.013,0.374,198.0,8.1,66.0,88.7,21.6,Rantiago
*05y62*,P,Bryan Woo,SEA,SP,Act,24,@LAA Sun 3:07PM,90.2,0,0,69,2.08,0.805,15,17,*05y62*,30279,693433.0,334.0,2.92,3.82,3.84,0.177,0.32299999999999995,80.0,103.0,108.0,108.0,0.285,1219.0,0.204,0.027000000000000003,-0.0169999999999999,-0.237,254.0,2.4,82.0,87.6,14.0,Rantiago
*041ru*,SP,Cole Irvin,BAL,"SP,RP",Res,30,@COL Sun 2:10PM,103.1,0,1,71,4.79,1.423,10,23,*041ru*,19244,608344.0,455.0,4.56,4.78,4.69,0.10099999999999999,0.42700000000000005,112.0,79.0,102.0,95.0,0.255,1629.0,0.156,0.055,-0.016,-0.96,354.0,12.7,151.0,90.5,15.8,Rantiago
*02z93*,SP,Kenta Maeda,DET,"SP,RP",Res,36,BOS Sun 12:40PM,99.2,0,1,81,6.14,1.435,5,24,*02z93*,18498,628317.0,434.0,5.12,4.68,4.43,0.12,0.374,110.0,92.0,100.0,99.0,0.259,1760.0,0.187,0.067,0.0289999999999999,1.6,320.0,8.4,120.0,88.8,16.6,Rantiago
*03qne*,RP,Chris Paddack,MIN,"SP,RP",Res,28,TOR Sun 1:10PM,88.1,0,0,79,4.99,1.392,9,17,*03qne*,20099,663978.0,384.0,4.19,4.11,4.15,0.151,0.431,116.0,89.0,106.0,104.0,0.27,1462.0,0.20600000000000002,0.055,-0.008,0.172,283.0,9.9,122.0,90.4,14.3,Rantiago
*05jq7*,RP,Kyle Hurt,LAD,RP,IR,26,@ARI Sun 3:10PM,6.2,0,0,3,1.35,1.35,0,3,*05jq7*,27514,669165.0,27.0,2.72,4.09,4.74,0.07400000000000001,0.478,118.0,87.0,97.0,92.0,0.276,87.0,0.111,0.037000000000000005,-0.0569999999999999,-4.59,23.0,4.3,11.0,90.4,14.8,Rantiago
*041yb*,SP,Dean Kremer,BAL,SP,IR,28,@COL Sun 2:10PM,105.2,0,0,99,4.51,1.297,13,20,*041yb*,19350,665152.0,441.0,4.52,4.52,4.48,0.12,0.37,89.0,88.0,101.0,98.0,0.261,1745.0,0.218,0.098,-0.0459999999999999,-0.671,300.0,11.0,111.0,88.0,16.3,Rantiago
*05mre*,SP,Spencer Strider,ATL,SP,IR,25,@PHI Sun 6:10PM,9.0,0,0,12,7.0,1.667,0,2,*05mre*,27498,675911.0,42.0,5.06,4.03,3.99,0.16699999999999998,0.36,118.0,117.0,107.0,112.0,0.303,178.0,0.28600000000000003,0.11900000000000001,0.0359999999999999,2.5,25.0,12.0,9.0,87.0,16.8,Rantiago
*05yg3*,SP,Julian Aguiar,CIN,SP,Min,23,MIL Sun 11:10AM,14.0,0,0,7,6.43,1.5,2,3,*05yg3*,30031,687924.0,63.0,7.89,5.96,5.61,0.048,0.353,88.0,89.0,97.0,98.0,0.251,227.0,0.111,0.063,-0.007,-1.461,51.0,19.6,18.0,90.5,20.1,Rantiago
*05ynx*,SP,River Ryan,LAD,SP,Min,26,@ARI Sun 3:10PM,20.1,0,0,18,1.33,1.18,1,4,*05ynx*,29514,689981.0,81.0,3.37,4.3,4.51,0.111,0.278,90.0,115.0,95.0,96.0,0.26,296.0,0.222,0.111,-0.0479999999999999,-2.652,54.0,7.4,15.0,84.3,9.8,Rantiago
*0421k*,SP,Bowden Francis,TOR,"SP,RP",Act,28,@MIN Sun 1:10PM,78.2,0,0,75,3.66,0.992,12,23,,,,,,,,,,,,,,,,,,,,,,,,,BurghtownOs
*0311w*,SP,Ben Lively,CLE,SP,Act,32,PIT Sun 12:40PM,131.0,0,0,105,3.92,1.229,20,24,*0311w*,14932,594902.0,543.0,4.81,4.56,4.53,0.11599999999999999,0.41600000000000004,93.0,68.0,102.0,93.0,0.271,2082.0,0.193,0.077,0.005,-0.114,392.0,7.1,165.0,90.5,14.4,BurghtownOs
*04auk*,RP,Seranthony Dominguez,BAL,RP,Act,29,@COL Sun 2:10PM,51.0,8,5,59,4.24,1.137,3,54,*04auk*,19249,622554.0,215.0,4.72,3.95,3.27,0.2,0.326,83.0,128.0,98.0,104.0,0.267,902.0,0.27399999999999997,0.07400000000000001,0.015,0.815,138.0,12.3,45.0,86.8,17.8,BurghtownOs
*03duu*,RP,Ryan Thompson,ARI,RP,Act,32,LAD Sun 3:10PM,55.2,2,23,42,2.43,1.078,7,56,*03duu*,16647,657044.0,222.0,3.3,3.4,3.2,0.135,0.467,92.0,112.0,104.0,108.0,0.273,812.0,0.18899999999999997,0.054000000000000006,-0.0269999999999999,-1.27,167.0,6.0,78.0,90.7,-0.4,BurghtownOs
*02bzn*,P,Colin Rea,MIL,SP,Act,34,@CIN Sun 11:10AM,146.0,0,0,118,3.7,1.164,20,26,*02bzn*,12317,607067.0,608.0,4.6,4.34,4.27,0.135,0.415,88.0,85.0,103.0,97.0,0.267,2272.0,0.19399999999999998,0.059000000000000004,-0.034,-1.251,446.0,9.4,187.0,90.4,15.4,BurghtownOs
*0374m*,P,Tyler Rogers,SF,RP,Act,33,MIA Sun 3:05PM,61.2,1,28,45,3.06,1.07,3,68,*0374m*,15541,643511.0,254.0,3.42,3.51,3.22,0.161,0.31,98.0,124.0,106.0,105.0,0.27699999999999997,873.0,0.177,0.016,0.0179999999999999,0.135,199.0,4.5,63.0,85.5,6.9,BurghtownOs
*04eor*,P,Cade Smith,CLE,RP,Act,25,PIT Sun 12:40PM,64.0,1,21,87,2.11,0.953,6,63,*04eor*,27867,671922.0,248.0,1.55,2.44,2.26,0.28600000000000003,0.444,110.0,120.0,104.0,109.0,0.32,1017.0,0.35100000000000003,0.065,-0.015,-0.581,142.0,7.7,63.0,90.5,10.7,BurghtownOs
*066n3*,P,Ryan Walker,SF,"SP,RP",Act,28,MIA Sun 3:05PM,70.1,5,21,92,1.92,0.867,8,67,*066n3*,20423,676254.0,272.0,2.28,2.55,2.26,0.28300000000000003,0.306,93.0,106.0,101.0,104.0,0.34299999999999997,1061.0,0.33799999999999997,0.055,-0.021,-0.731,157.0,6.4,48.0,86.3,8.4,BurghtownOs
*026mq*,SP,Tyler Anderson,LAA,SP,Res,34,SEA Sun 3:07PM,161.1,0,0,125,3.46,1.233,22,27,*026mq*,12880,542881.0,660.0,4.46,4.82,4.86,0.091,0.318,88.0,96.0,100.0,100.0,0.278,2485.0,0.185,0.094,-0.021,-0.799,471.0,8.1,151.0,86.9,17.1,BurghtownOs
*06ala*,SP,Osvaldo Bido,OAK,"SP,RP",Res,28,@TEX Sun 1:35PM,56.0,0,1,56,3.21,1.071,9,14,*06ala*,23150,674370.0,228.0,3.3,4.71,4.27,0.14,0.255,86.0,102.0,96.0,95.0,0.256,925.0,0.24600000000000002,0.105,0.006,0.604,141.0,2.8,36.0,85.5,21.8,BurghtownOs
*02n4s*,P,Matthew Boyd,CLE,SP,Res,33,PIT Sun 12:40PM,22.2,0,0,20,2.38,0.838,3,4,*02n4s*,15440,571510.0,65.0,4.19,4.92,4.81,0.10800000000000001,0.43799999999999994,61.0,74.0,99.0,92.0,0.278,245.0,0.185,0.077,-0.0539999999999999,-0.85,48.0,8.3,20.0,88.8,20.1,BurghtownOs
*03bin*,P,Nestor Cortes Jr.,NYY,SP,Res,29,STL Sun 12:35PM,155.0,0,0,142,3.89,1.142,20,27,*03bin*,17874,641482.0,631.0,3.86,4.2,4.05,0.17600000000000002,0.43,101.0,100.0,102.0,101.0,0.252,2533.0,0.225,0.049,0.006,0.18,454.0,8.6,196.0,89.6,22.9,BurghtownOs
*02i2j*,SP,Max Fried,ATL,SP,Res,30,@PHI Sun 6:10PM,140.2,0,0,130,3.52,1.209,20,24,*02i2j*,13743,608331.0,553.0,3.38,3.46,3.76,0.145,0.34,97.0,95.0,98.0,99.0,0.27699999999999997,2168.0,0.228,0.083,-0.0239999999999999,-0.099,376.0,4.5,128.0,85.9,3.8,BurghtownOs
*01fha*,SP,Kyle Gibson,STL,SP,Res,36,@NYY Sun 12:35PM,147.2,0,0,134,4.39,1.348,19,26,*01fha*,10123,502043.0,599.0,4.39,4.1,4.36,0.12,0.401,103.0,93.0,98.0,95.0,0.275,2311.0,0.214,0.09300000000000001,-0.0159999999999999,-0.507,411.0,9.2,165.0,88.5,11.0,BurghtownOs
*01uca*,SP,Chris Sale,ATL,SP,Res,35,@PHI Sun 6:10PM,153.2,0,0,197,2.58,1.022,30,25,*01uca*,10603,519242.0,608.0,2.07,2.55,2.77,0.268,0.299,107.0,98.0,104.0,103.0,0.33,2423.0,0.324,0.055999999999999994,0.001,-0.133,371.0,4.9,112.0,86.2,8.4,BurghtownOs
*04ydi*,SP,Ronel Blanco,HOU,"SP,RP",Res,31,KC Sun 1:10PM,143.1,0,0,141,3.14,1.081,21,25,*04ydi*,19407,669854.0,580.0,4.34,4.15,4.2,0.145,0.361,76.0,95.0,100.0,98.0,0.285,2328.0,0.243,0.098,-0.0349999999999999,-0.92,379.0,9.2,137.0,88.8,16.9,BurghtownOs
*0374o*,RP,Chad Green,TOR,RP,Res,33,@MIN Sun 1:10PM,44.2,16,7,39,1.61,0.851,4,44,*0374o*,15552,643338.0,169.0,4.05,4.34,3.68,0.166,0.47,67.0,119.0,104.0,106.0,0.259,661.0,0.231,0.065,-0.059,-2.068,117.0,9.4,55.0,90.9,17.0,BurghtownOs
*02mwq*,P,Zach Eflin,BAL,SP,IR,30,@COL Sun 2:10PM,135.1,0,0,112,3.72,1.138,19,23,*02mwq*,13774,621107.0,562.0,3.55,3.74,3.87,0.17300000000000001,0.361,104.0,92.0,108.0,103.0,0.284,1986.0,0.19899999999999998,0.027000000000000003,0.012,0.444,432.0,6.7,157.0,88.6,14.2,BurghtownOs
*03dim*,P,John Means,BAL,SP,IR,31,@COL Sun 2:10PM,20.2,0,0,16,2.61,0.871,4,4,*03dim*,16269,607644.0,80.0,3.32,4.56,4.62,0.175,0.525,84.0,87.0,101.0,102.0,0.281,320.0,0.2,0.025,-0.079,-2.177,61.0,6.6,32.0,90.9,26.5,BurghtownOs
*041m1*,SP,Matt Manning,DET,SP,Min,26,BOS Sun 12:40PM,27.2,0,0,23,4.88,1.554,0,5,*041m1*,20369,666159.0,123.0,4.22,5.23,5.06,0.08900000000000001,0.35200000000000004,116.0,99.0,98.0,98.0,0.26899999999999996,438.0,0.187,0.098,-0.001,0.16,88.0,9.1,31.0,88.1,21.1,BurghtownOs
