,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,SwStr%,PlayerId,EDB Team,TWTC Team,BL Team
1086,Jerffson Pena,PHI,CPX,20,41,131,151,35,21,10,1,3,29,10,16,48,4,12,3,0.105960264,0.317880794,0.267175572,0.36423841,0.427480916,0.791719326,0.160305344,0.4,0.383714515641825,117.137242826781,0.177215189,0.518987341,0.303797468,0.208333333,0.48148148,0.17259786,sa3018443,,,
1087,Modeifi Marte,ARI,A,21,54,193,223,45,35,7,0,3,26,32,23,47,4,7,1,0.103139013,0.210762331,0.233160621,0.322869955,0.316062176,0.638932131,0.082901555,0.287671232,0.313553202045338,76.7419814331852,0.210884353,0.44217687,0.346938775,0.176470588,0.44295302,0.09068924,sa3018445,,,
1088,Javier Roman,MIN,CPX,21,31,96,105,29,22,6,1,0,9,11,7,21,2,0,0,0.066666666,0.2,0.302083333,0.361904761,0.385416666,0.747321427,0.083333333,0.386666666,0.36675412371045,107.35201037208,0.16,0.44,0.4,0.366666666,0.65333333,0.16993464,sa3018446,,,
1089,Marcos Torres,TEX,A,19,79,256,296,45,27,7,5,6,26,31,33,105,4,11,9,0.111486486,0.354729729,0.17578125,0.277027027,0.3125,0.589527027,0.13671875,0.263513513,0.288281666265951,77.6671310898959,0.228758169,0.424836601,0.346405228,0.245283018,0.48387097,0.1840968,sa3018449,,,
1090,Alain Camou,SDP,"A,A+,CPX",20,32,110,119,21,16,3,2,0,8,10,5,16,0,0,1,0.042016806,0.134453781,0.19090909,0.220338983,0.254545454,0.474884437,0.063636364,0.216494845,0.223844868651891,22.9697692849289,0.257731958,0.30927835,0.43298969,0.285714285,0.46938776,0.10023866,sa3018450,,,
1091,Eduardo Oviedo,PIT,CPX,19,25,69,78,12,9,2,1,0,8,8,9,41,0,0,0,0.115384615,0.525641025,0.173913043,0.269230769,0.231884057,0.501114826,0.057971014,0.428571428,0.260236636950419,45.8971588182432,0.2,0.56,0.24,0.166666666,0.4,0.22641509,sa3018451,,,
1092,Kendry Chirinos,TOR,CPX,19,43,140,164,42,29,8,3,2,19,18,16,41,8,7,2,0.097560975,0.25,0.3,0.402439024,0.442857142,0.845296166,0.142857142,0.412371134,0.412388998560789,133.68087472018,0.225806451,0.516129032,0.258064516,0.125,0.29787234,0.15728155,sa3018453,,,
1093,Carlos Pacheco,OAK,CPX,19,48,144,184,37,23,10,1,3,39,13,22,45,13,11,3,0.119565217,0.244565217,0.256944444,0.397790055,0.402777777,0.800567832,0.145833333,0.346938775,0.393279197137,113.296134749709,0.175257731,0.288659793,0.536082474,0.153846153,0.52884615,0.134375,sa3018455,,,
1094,Yosander Asencio,BOS,CPX,19,43,118,145,32,20,7,2,3,23,27,25,48,0,6,1,0.172413793,0.331034482,0.27118644,0.393103448,0.440677966,0.833781414,0.169491526,0.420289855,0.402787237742851,128.141175993987,0.112676056,0.422535211,0.464788732,0.272727272,0.52777778,0.21829522,sa3018456,,,
1095,Adrian Reyes,CIN,DSL,19,34,92,115,16,10,3,0,3,15,10,21,39,1,0,1,0.182608695,0.339130434,0.173913043,0.330434782,0.304347826,0.634782608,0.130434783,0.25490196,0.330205227199353,80.9496574781651,0.14893617,0.404255319,0.44680851,0.142857142,0.56862745,0.36290323,sa3018457,,,
1096,Alberto Mendez,CLE,CPX,19,42,143,167,26,12,9,0,5,16,18,21,47,3,2,1,0.125748502,0.281437125,0.181818181,0.299401197,0.349650349,0.649051546,0.167832168,0.23076923,0.313827436841176,67.9481372739259,0.163043478,0.336956521,0.5,0.152173913,0.5625,0.16903633,sa3018458,,,
1097,Brayan Guedez,CLE,DSL,19,28,75,93,21,18,2,1,0,19,17,15,15,2,15,2,0.161290322,0.161290322,0.28,0.40860215,0.333333333,0.741935483,0.053333333,0.344262295,0.392415332537825,115.207461900711,0.172413793,0.48275862,0.344827586,0.1,0.33870968,0.21142857,sa3018461,,,
1098,Misael Mojica,WSN,CPX,19,34,79,103,14,12,2,0,0,10,6,20,30,2,2,2,0.194174757,0.291262135,0.177215189,0.349514563,0.202531645,0.552046208,0.025316456,0.274509803,0.309209974066725,74.1521360442726,0.130434782,0.630434782,0.239130434,0.272727272,0.4893617,0.19553073,sa3018462,,,
1099,Aroon Escobar,PHI,CPX,19,24,77,104,26,21,2,0,3,24,17,21,10,4,9,0,0.201923076,0.096153846,0.337662337,0.495145631,0.48051948,0.975665111,0.142857143,0.353846153,0.479322471086261,172.297882529448,0.181818181,0.454545454,0.363636363,0.25,0.39130435,0.06395349,sa3018463,,,
1100,Carlos Sanchez,CIN,"A,CPX",19,58,196,246,42,35,6,0,1,28,21,46,77,1,9,5,0.186991869,0.31300813,0.214285714,0.364754098,0.260204081,0.624958179,0.045918367,0.344537815,0.326291429947634,89.5144929625421,0.245614035,0.657894736,0.096491228,0.0,0.37704918,0.15967247,sa3018465,,,
1101,Nolan Beltran,PHI,CPX,19,34,94,113,22,15,4,0,3,16,14,17,22,2,2,2,0.150442477,0.194690265,0.234042553,0.362831858,0.372340425,0.735172283,0.138297872,0.275362318,0.366453922427861,107.178810404459,0.092307692,0.507692307,0.4,0.307692307,0.46969697,0.06835443,sa3018466,,,
1102,Ruben Santana,ARI,A,19,91,335,393,72,57,7,5,3,42,42,48,109,6,8,0,0.122137404,0.277353689,0.214925373,0.320610687,0.292537313,0.613148,0.07761194,0.303964757,0.303384162885758,70.6275350453237,0.210762331,0.529147982,0.260089686,0.224137931,0.46521739,0.14435696,sa3018468,,,
1103,Moises Molero,CLE,DSL,19,26,81,94,17,13,4,0,0,6,8,5,19,5,1,0,0.053191489,0.202127659,0.209876543,0.29032258,0.259259259,0.549581839,0.049382716,0.265625,0.289245966942079,58.3942491638487,0.118644067,0.440677966,0.440677966,0.23076923,0.56666667,0.31205674,sa3018469,,,
1104,Dario Laverde,LAA,"A,CPX",19,64,236,267,69,52,11,5,1,28,27,22,57,5,1,1,0.082397003,0.213483146,0.292372881,0.360902255,0.394067796,0.754970051,0.101694915,0.375690607,0.359104071473175,101.139951255553,0.241573033,0.387640449,0.370786516,0.196969696,0.39344262,0.11691023,sa3018470,,,
1105,Jose Cedeno,CLE,CPX,19,27,84,102,19,15,2,0,2,12,10,12,24,5,0,0,0.117647058,0.235294117,0.226190476,0.352941176,0.321428571,0.674369747,0.095238095,0.288135593,0.341073625812343,83.4992100769553,0.13559322,0.576271186,0.288135593,0.176470588,0.58064516,0.1618123,sa3018471,,,
1106,Kelvin Hidalgo,COL,CPX,19,58,222,247,64,52,8,3,1,40,33,19,58,2,18,4,0.076923076,0.234817813,0.288288288,0.346938775,0.364864864,0.711803639,0.076576576,0.381818181,0.343502501483823,84.8855185414771,0.175,0.56875,0.25625,0.292682926,0.40853659,0.17832647,sa3018472,,,
1107,Capri Ortiz,LAA,A,19,96,339,393,86,66,14,4,2,47,40,46,113,6,20,8,0.117048346,0.287531806,0.253687315,0.352040816,0.336283185,0.688324001,0.08259587,0.373333333,0.337710667906514,91.2673979997657,0.208144796,0.502262443,0.28959276,0.265625,0.49344978,0.17042254,sa3018473,,,
1108,Richard Ramirez,PIT,CPX,18,50,153,174,44,29,8,2,5,27,25,18,56,3,2,0,0.103448275,0.32183908,0.287581699,0.373563218,0.464052287,0.837615505,0.176470588,0.423913043,0.400601989921482,126.880405724659,0.159574468,0.425531914,0.414893617,0.256410256,0.43298969,0.19784173,sa3018474,,,
1109,Jonathan Linares,LAA,CPX,19,35,70,99,14,11,2,0,1,10,8,25,23,2,3,2,0.252525252,0.232323232,0.2,0.422680412,0.271428571,0.694108983,0.071428571,0.282608695,0.379833856194289,105.622053208143,0.108695652,0.652173913,0.239130434,0.0,0.42857143,0.14244186,sa3018475,,,
1110,Rafael Ramirez Jr.,CLE,A,18,66,220,263,42,24,12,2,4,27,23,39,87,1,7,7,0.148288973,0.330798479,0.19090909,0.311787072,0.318181818,0.62996889,0.127272728,0.287878787,0.31088970482576,91.6268233797035,0.185185185,0.37037037,0.444444444,0.166666666,0.58088235,0.13516068,sa3018476,,,
1111,Derek Bernard,COL,CPX,18,48,159,175,47,31,10,5,1,25,25,15,56,1,9,5,0.085714285,0.32,0.295597484,0.36,0.440251572,0.800251572,0.144654088,0.450980392,0.377333976200648,104.195218217712,0.224489795,0.540816326,0.234693877,0.0,0.34313725,0.19591141,sa3018477,,,
1112,Yerald Nin,ARI,CPX,18,51,175,211,47,39,6,2,0,33,23,32,53,2,23,4,0.151658767,0.251184834,0.268571428,0.383886255,0.325714285,0.70960054,0.057142857,0.379032258,0.360954403877258,94.84639068249,0.154471544,0.569105691,0.276422764,0.147058823,0.392,0.14391691,sa3018479,,,
1113,Axiel Plaz,PIT,"A,CPX",18,71,217,255,46,23,8,0,15,34,44,29,74,4,1,0,0.11372549,0.290196078,0.211981566,0.309803921,0.456221198,0.766025119,0.244239632,0.233082706,0.35452954928706,114.067521820781,0.212328767,0.356164383,0.431506849,0.222222222,0.39455782,0.14300101,sa3018480,,,
1114,Estuar Suero,PIT,CPX,18,25,75,88,16,10,5,1,0,9,8,11,31,1,2,2,0.125,0.352272727,0.213333333,0.318181818,0.306666666,0.624848484,0.093333333,0.355555555,0.315102840689095,77.5520026250548,0.136363636,0.454545454,0.409090909,0.111111111,0.48888889,0.15286624,sa3018481,,,
1115,Luis Baez,HOU,"A+,AA",20,94,386,417,102,60,22,0,20,53,69,25,111,0,10,1,0.059952038,0.26618705,0.264248704,0.304556354,0.476683937,0.781240291,0.212435233,0.314176245,0.347899387065741,115.38282904527,0.218181818,0.367272727,0.414545454,0.245614035,0.45652174,0.17168263,sa3018482,,Super Duper Melonheads,
1116,Kashon Conliffe,SDP,CPX,18,50,140,174,27,20,4,3,0,21,11,28,51,2,19,5,0.16091954,0.293103448,0.192857142,0.333333333,0.264285714,0.597619047,0.071428572,0.3,0.312857728255422,67.3946650495813,0.227272727,0.318181818,0.454545454,0.3,0.33333333,0.15933232,sa3018483,,,
1117,Engelth Urena,NYY,CPX,19,40,133,162,40,21,11,0,8,34,31,24,19,4,5,2,0.148148148,0.11728395,0.300751879,0.419753086,0.563909774,0.98366286,0.263157895,0.29906542,0.459064297470045,160.610007700584,0.125,0.35576923,0.519230769,0.259259259,0.56880734,0.08114035,sa3018484,,,
1118,Arfeni Batista,STL,CPX,19,39,129,137,24,16,4,0,4,14,12,5,60,3,4,1,0.03649635,0.437956204,0.186046511,0.233576642,0.310077519,0.543654161,0.124031008,0.307692307,0.261690438663872,46.7359240877454,0.176470588,0.352941176,0.470588235,0.34375,0.62318841,0.27824268,sa3018485,,,
1119,Natanael Yuten,BOS,A,19,85,316,350,79,50,17,6,6,32,42,27,89,4,11,9,0.077142857,0.254285714,0.25,0.314285714,0.398734177,0.713019891,0.148734177,0.325892857,0.338029321091515,108.384610258522,0.235294117,0.470588235,0.294117647,0.2,0.42857143,0.17936508,sa3018486,,,
1120,Yonatan Henriquez,NYM,"A,CPX",19,55,167,211,44,34,8,2,0,30,15,41,36,3,15,7,0.194312796,0.170616113,0.263473053,0.417061611,0.335329341,0.752390952,0.071856288,0.335877862,0.387572209699459,122.712035513463,0.233870967,0.556451612,0.209677419,0.269230769,0.42307692,0.09078212,sa3018487,,,
1121,Yordalin Pena,STL,CPX,19,47,165,194,40,27,9,2,2,24,18,26,42,3,11,5,0.134020618,0.216494845,0.242424242,0.355670103,0.357575757,0.71324586,0.115151515,0.314049586,0.356280521019217,101.309305852833,0.133928571,0.5,0.366071428,0.268292682,0.43589744,0.19330855,sa3018489,,,
1122,Rafael Ramirez,HOU,CPX,19,30,70,86,13,9,2,0,2,10,8,12,33,3,5,2,0.139534883,0.38372093,0.185714285,0.325581395,0.3,0.625581395,0.114285715,0.305555555,0.321088969707489,81.0056765841133,0.108108108,0.54054054,0.351351351,0.307692307,0.4,0.19871795,sa3018491,,,
1123,Manolfi Jimenez,PHI,CPX,19,31,92,101,24,19,2,0,3,17,13,6,22,2,3,3,0.05940594,0.217821782,0.260869565,0.316831683,0.380434782,0.697266465,0.119565217,0.308823529,0.336262802086254,89.7601604224395,0.140625,0.40625,0.453125,0.24137931,0.4,0.13888889,sa3018492,,,
1124,Juan Villavicencio,PHI,CPX,19,47,159,187,42,31,7,3,1,29,18,22,44,4,5,3,0.117647058,0.235294117,0.264150943,0.363636363,0.364779874,0.728416237,0.100628931,0.353448275,0.361481192277714,104.309812998587,0.186915887,0.514018691,0.29906542,0.125,0.39449541,0.13242784,sa3018494,,,
1125,Roynier Hernandez,COL,CPX,19,60,200,243,61,51,9,1,0,38,35,39,36,1,11,2,0.160493827,0.148148148,0.305,0.417355371,0.36,0.777355371,0.055,0.367469879,0.392135443766255,112.643324481234,0.229813664,0.596273291,0.173913043,0.178571428,0.29447853,0.06744186,sa3018495,,,
1126,Enmanuel Tejeda,NYY,"A,CPX",19,48,184,203,60,49,9,0,2,28,21,13,38,2,26,4,0.064039408,0.187192118,0.326086956,0.371287128,0.407608695,0.778895823,0.081521739,0.394557823,0.368531890176421,121.453200370131,0.221428571,0.564285714,0.214285714,0.1,0.46938776,0.1002994,sa3018497,,,
1127,Andy Encarnacion,ARI,DSL,19,42,120,142,28,18,6,2,2,23,17,19,31,2,13,6,0.133802816,0.218309859,0.233333333,0.345070422,0.366666666,0.711737088,0.133333333,0.295454545,0.360500692481726,97.6327368410243,0.1625,0.4125,0.425,0.205882352,0.45348837,0.31395349,sa3018498,,,
1128,Samuel Capellan,HOU,DSL,19,30,80,99,12,5,3,2,2,14,7,15,30,4,8,2,0.151515151,0.303030303,0.15,0.313131313,0.3125,0.625631313,0.1625,0.208333333,0.327279425630665,79.3384797221727,0.177777777,0.488888888,0.333333333,0.2,0.53191489,0.3592233,sa3018500,,,
1129,Waner Luciano,HOU,A,19,72,252,298,47,32,12,0,3,29,22,36,62,6,1,3,0.120805369,0.208053691,0.186507936,0.298657718,0.269841269,0.568498987,0.083333333,0.230366492,0.283455359371932,74.6870512851643,0.2,0.405263157,0.394736842,0.4,0.50510204,0.1092511,sa3018501,,,
1130,Christopher Orelin,PIT,DSL,19,30,50,65,7,3,3,1,0,11,4,13,16,2,5,0,0.2,0.246153846,0.14,0.338461538,0.24,0.578461538,0.1,0.205882352,0.325324946183424,78.2621887516435,0.133333333,0.433333333,0.433333333,0.076923076,0.5483871,0.31007752,sa3018503,,,
1131,Diomedes Hernandez,NYY,"A,CPX",19,21,58,64,13,12,1,0,0,7,8,5,12,1,1,1,0.078125,0.1875,0.224137931,0.296875,0.24137931,0.53825431,0.017241379,0.282608695,0.276699328795075,59.0729652019838,0.173913043,0.565217391,0.260869565,0.333333333,0.60869565,0.09803922,sa3018504,,,
1132,Mairoshendrick Martinus,LAD,CPX,19,50,166,190,35,22,5,2,6,28,31,14,69,3,9,1,0.07368421,0.363157894,0.210843373,0.27368421,0.373493975,0.647178185,0.162650602,0.295918367,0.297277596436048,58.5021272909878,0.153846153,0.384615384,0.461538461,0.166666666,0.44230769,0.22893482,sa3018505,,,
1133,Leiker Figueroa,ATL,"A,CPX",19,57,199,217,33,26,5,2,0,14,15,12,57,4,13,3,0.055299539,0.262672811,0.165829145,0.226851851,0.211055276,0.437907127,0.045226131,0.23076923,0.219470638367864,34.086805266811,0.17266187,0.489208633,0.338129496,0.361702127,0.4,0.16842105,sa3018506,,,
1134,Jesus Baez,NYM,"A,A+",19,72,282,316,74,45,17,1,11,43,43,27,51,5,9,1,0.085443037,0.161392405,0.262411347,0.335443037,0.44680851,0.782251547,0.184397163,0.283783783,0.366055825843086,122.816175161655,0.245614035,0.359649122,0.394736842,0.311111111,0.52136752,0.11111111,sa3018507,,,
1135,Jansel Luis,ARI,A,19,97,423,464,115,74,28,7,6,61,46,29,98,11,14,9,0.0625,0.211206896,0.271867612,0.334773218,0.413711583,0.748484801,0.141843971,0.341692789,0.351178131449274,99.3651231162149,0.21835443,0.484177215,0.297468354,0.170212765,0.41411043,0.13759214,sa3018508,,,
1136,Daje Morales,PIT,DSL,19,33,97,127,20,13,4,2,1,19,16,26,31,1,10,4,0.204724409,0.244094488,0.206185567,0.376,0.319587628,0.695587628,0.113402061,0.287878787,0.365601426170718,100.441604245737,0.2,0.433333333,0.366666666,0.136363636,0.26229508,0.26548673,sa3018509,,,
1137,Andres Hernandez,PHI,DSL,19,22,52,62,11,9,2,0,0,6,2,9,18,1,2,1,0.14516129,0.29032258,0.211538461,0.338709677,0.25,0.588709677,0.038461539,0.323529411,0.322425830748773,76.6657064917549,0.233333333,0.5,0.266666666,0.0,0.5483871,0.4,sa3018510,,,
1138,Moises De La Rosa,SFG,DSL,19,33,100,126,22,12,4,4,2,17,16,17,35,6,3,3,0.134920634,0.277777777,0.22,0.357142857,0.4,0.757142857,0.18,0.303030303,0.377575239491841,107.035332912733,0.166666666,0.466666666,0.366666666,0.045454545,0.55384615,0.37704918,sa3018513,,,
1139,Luis Lara,MIL,A+,19,92,356,409,83,63,15,2,3,60,34,32,64,15,36,13,0.078239608,0.156479217,0.233146067,0.31862745,0.311797752,0.630425202,0.078651685,0.272108843,0.304220330189256,86.9110632405086,0.217687074,0.520408163,0.261904761,0.168831168,0.40268456,0.09266943,sa3018514,Rantiago,,
1140,Elian Garcia,ATL,CPX,19,24,37,52,3,1,1,0,1,4,6,8,12,3,2,0,0.153846153,0.23076923,0.081081081,0.285714285,0.189189189,0.474903474,0.108108108,0.08,0.268972331163834,50.9371837703394,0.2,0.24,0.56,0.357142857,0.2962963,0.14184397,sa3018515,,,
1141,Juan Perez,SFG,CPX,19,33,109,125,31,26,5,0,0,15,14,11,38,4,0,0,0.088,0.304,0.284403669,0.368,0.330275229,0.698275229,0.04587156,0.430555555,0.351152010440826,89.2515629384996,0.225352112,0.507042253,0.267605633,0.368421052,0.375,0.22190202,sa3018516,,,
1142,Alexander Martinez,ATL,"A,CPX",19,37,133,142,18,15,3,0,0,15,6,8,40,0,1,0,0.056338028,0.28169014,0.135338345,0.184397163,0.157894736,0.342291899,0.022556391,0.193548387,0.17606389607098,1.75487090019572,0.176470588,0.376470588,0.447058823,0.447368421,0.53763441,0.18791946,sa3018517,,,
1143,Albert Carpio,ARI,DSL,18,27,71,85,18,15,2,1,0,11,9,6,7,6,2,4,0.070588235,0.082352941,0.253521126,0.357142857,0.309859154,0.667002011,0.056338028,0.276923076,0.351529565595445,92.6925248184287,0.129032258,0.370967741,0.5,0.225806451,0.484375,0.12396694,sa3018518,,,
1144,Francisco Toledo,NYM,CPX,19,30,89,104,20,19,1,0,0,10,8,14,22,1,1,0,0.134615384,0.211538461,0.224719101,0.336538461,0.235955056,0.572493517,0.011235955,0.298507462,0.305890429478425,72.2369376472254,0.310344827,0.551724137,0.137931034,0.375,0.5,0.18456376,sa3018519,,,
1145,Victor Rodrigues,LAD,"A,CPX",19,36,123,139,32,28,1,0,3,21,14,14,19,1,2,1,0.100719424,0.136690647,0.260162601,0.338129496,0.341463414,0.67959291,0.081300813,0.284313725,0.333475660505912,80.6972296943623,0.174757281,0.436893203,0.388349514,0.225,0.43396226,0.11337868,sa3018520,,,
1146,Alessandro Duran,SFG,DSL,18,20,61,75,17,15,2,0,0,11,7,12,12,1,0,0,0.16,0.16,0.278688524,0.405405405,0.311475409,0.716880814,0.032786885,0.346938775,0.384763922240283,110.993990213053,0.083333333,0.520833333,0.395833333,0.368421052,0.44,0.21126761,sa3018521,,,
1147,Jose Sanabria,TBR,CPX,19,37,114,139,19,13,4,1,1,24,14,18,36,4,9,1,0.129496402,0.258992805,0.166666666,0.294964028,0.245614035,0.540578063,0.078947369,0.225,0.283281508109552,59.1928080044876,0.178082191,0.520547945,0.301369863,0.09090909,0.45454545,0.20769231,sa3018524,,,
1148,Juan Baez,MIL,"A,CPX",19,69,264,298,74,52,16,5,1,44,34,25,23,7,8,11,0.083892617,0.077181208,0.28030303,0.355704697,0.390151515,0.745856212,0.109848485,0.301652892,0.359173338485244,119.019443011398,0.261802575,0.446351931,0.291845493,0.279411764,0.48559671,0.09468085,sa3018525,,,
1149,Edwin Amparo,BAL,"A,CPX",19,60,171,218,43,29,10,0,4,31,25,42,42,2,28,10,0.19266055,0.19266055,0.251461988,0.399082568,0.380116959,0.779199527,0.128654971,0.3046875,0.387207308123188,121.133836049679,0.078125,0.546875,0.375,0.208333333,0.43846154,0.12133333,sa3018526,,,
1150,Esteban Mejia,TEX,"A,A+,AA,CPX",19,72,238,275,64,38,19,2,5,35,29,31,84,5,14,3,0.112727272,0.305454545,0.268907563,0.363636363,0.428571428,0.792207791,0.159663865,0.393333333,0.376867722814733,116.772594170317,0.197368421,0.427631578,0.375,0.192982456,0.38461538,0.15225933,sa3018527,,,
1151,Franyer Noria,BOS,CPX,19,42,83,112,23,21,1,1,0,20,13,21,22,7,11,3,0.1875,0.196428571,0.277108433,0.455357142,0.313253012,0.768610154,0.036144579,0.370967741,0.409666821892772,132.110325431751,0.114754098,0.426229508,0.459016393,0.071428571,0.35483871,0.12320917,sa3018528,,,
1152,Ricardo Gonzalez,TBR,A,19,84,280,326,54,43,10,0,1,20,35,38,67,4,18,3,0.116564417,0.205521472,0.192857142,0.295384615,0.239285714,0.534670329,0.046428572,0.246511627,0.272859018215766,68.1441722314778,0.251184834,0.469194312,0.279620853,0.20338983,0.43119266,0.10314263,sa3018529,,,
1153,Daniel Bruzual,TEX,DSL,19,20,65,72,18,16,2,0,0,16,9,7,10,0,3,0,0.097222222,0.138888888,0.276923076,0.347222222,0.307692307,0.654914529,0.030769231,0.327272727,0.341160958011945,86.9827493921201,0.170212765,0.382978723,0.44680851,0.285714285,0.36734694,0.23853211,sa3018531,,,
1154,Sandy Sanchez,CHC,DSL,18,36,95,121,16,9,3,3,1,16,12,25,18,0,7,3,0.20661157,0.14876033,0.168421052,0.338842975,0.294736842,0.633579817,0.12631579,0.194805194,0.33717582836624,84.788221810817,0.081081081,0.5,0.418918918,0.096774193,0.38157895,0.18222222,sa3018533,,,
1155,Gery Holguin,MIL,CPX,18,49,177,201,39,20,13,2,4,31,35,22,57,1,3,1,0.109452736,0.283582089,0.220338983,0.308457711,0.38418079,0.692638501,0.163841807,0.299145299,0.327621625727088,75.8213277539071,0.278260869,0.347826086,0.373913043,0.209302325,0.57024793,0.17325228,sa3018534,,,
1156,Cristian Benavides,BAL,"A,A+,CPX",19,41,96,108,19,15,2,0,2,16,10,10,35,1,4,1,0.092592592,0.324074074,0.197916666,0.277777777,0.28125,0.559027777,0.083333334,0.283333333,0.27837942926972,58.8003658655875,0.216666666,0.333333333,0.45,0.185185185,0.47540984,0.19814241,sa3018535,,,
1157,Eduardo Guerrero,LAD,"A,AAA,CPX",19,55,151,194,36,29,4,3,0,23,21,32,36,6,7,0,0.164948453,0.18556701,0.238410596,0.381443298,0.304635761,0.686079059,0.066225165,0.3,0.353987165333069,91.7857176102085,0.23275862,0.560344827,0.206896551,0.041666666,0.37815126,0.09530792,sa3018536,,,
1158,Erick Arosemena,SFG,DSL,19,15,39,59,9,5,1,2,1,12,11,12,11,6,2,0,0.20338983,0.186440677,0.23076923,0.457627118,0.435897435,0.893524553,0.205128205,0.275862068,0.454000115394592,149.120914305804,0.034482758,0.275862068,0.689655172,0.2,0.33333333,0.23966942,sa3018538,,,
1159,Angel Mateo,TBR,A,19,86,299,348,69,42,21,0,6,40,34,38,87,9,25,5,0.109195402,0.25,0.23076923,0.333333333,0.361204013,0.694537346,0.130434783,0.302884615,0.33859454215258,108.733614975022,0.23076923,0.365384615,0.403846153,0.404761904,0.51869159,0.14882698,sa3018540,,,
1160,Luis Suarez,NYY,DSL,19,24,50,54,15,12,3,0,0,6,7,4,10,0,3,2,0.074074074,0.185185185,0.3,0.351851851,0.36,0.711851851,0.06,0.375,0.360631148020426,97.7045759788351,0.236842105,0.5,0.263157894,0.3,0.43589744,0.29545455,sa3018541,,,
1161,Raynerd Ortega,LAD,"CPX,DSL",18,30,91,117,18,10,6,1,1,16,17,16,26,8,7,0,0.136752136,0.222222222,0.197802197,0.362068965,0.318681318,0.680750283,0.120879121,0.261538461,0.359040014188865,95.3491902491565,0.21875,0.25,0.53125,0.147058823,0.53030303,0.18245614,sa3018542,,,
1162,Josias Ramirez,CHC,DSL,18,42,129,162,24,11,6,4,3,20,19,29,31,4,10,4,0.179012345,0.191358024,0.186046511,0.351851851,0.364341085,0.716192936,0.178294574,0.221052631,0.367341260851165,101.399694830635,0.08988764,0.348314606,0.561797752,0.2,0.26086957,0.24522293,sa3018543,,,
1163,Nicandro Aybar,TBR,CPX,19,51,177,205,48,37,8,3,0,29,29,24,28,1,13,5,0.11707317,0.136585365,0.27118644,0.361386138,0.350282485,0.711668623,0.079096045,0.322147651,0.353573081208698,99.7472589372768,0.159420289,0.492753623,0.347826086,0.1875,0.38255034,0.10035842,sa3018544,,,
1164,Robert Gonzalez,ATL,"A,CPX",19,70,227,268,43,30,8,3,2,27,28,37,91,2,19,2,0.138059701,0.339552238,0.189427312,0.305970149,0.277533039,0.583503188,0.088105727,0.301470588,0.292263467883349,79.2800012503146,0.229629629,0.496296296,0.274074074,0.297297297,0.5,0.17323651,sa3018545,,,
1165,Fernando Peguero,BAL,"AAA,CPX",19,60,170,195,42,36,5,0,1,27,21,20,29,1,32,7,0.102564102,0.148717948,0.247058823,0.324742268,0.294117647,0.618859915,0.047058824,0.286713286,0.311572262921284,75.752513083347,0.166666666,0.471014492,0.36231884,0.18,0.31654676,0.12355848,sa3018546,,,
1166,Roosbert Tapia,TBR,DSL,19,43,147,169,40,33,3,2,2,20,13,16,19,4,8,4,0.094674556,0.112426035,0.272108843,0.355029585,0.360544217,0.715573802,0.088435374,0.296875,0.363318264837095,99.1843150319221,0.192982456,0.438596491,0.368421052,0.261904761,0.39655172,0.19047619,sa3018547,,,
1167,Darlyn De Leon,CHC,DSL,19,39,107,129,33,25,6,2,0,28,6,20,22,2,24,6,0.155038759,0.170542635,0.308411214,0.426356589,0.401869158,0.828225747,0.093457944,0.388235294,0.425144671469695,133.230824598891,0.164556962,0.493670886,0.341772151,0.222222222,0.45,0.25316456,sa3018548,,,
1168,Yeremi Cabrera,TEX,"A,CPX",18,58,198,249,57,32,13,3,9,58,42,42,52,5,21,4,0.168674698,0.208835341,0.287878787,0.417670682,0.52020202,0.937872702,0.232323233,0.340425531,0.433590845171227,140.167507834311,0.189189189,0.391891891,0.418918918,0.258064516,0.44666667,0.13716814,sa3018549,,,
1169,Edrei Campos,BAL,CPX,19,33,84,94,22,14,4,2,2,10,14,7,11,2,5,1,0.074468085,0.117021276,0.261904761,0.329787234,0.428571428,0.758358662,0.166666667,0.277777777,0.359981821572526,103.444756875746,0.154929577,0.253521126,0.591549295,0.166666666,0.53521127,0.12109375,sa3018550,,,
1170,Aron Estrada,BAL,"A,A+",19,100,374,416,108,77,19,3,9,55,47,31,69,8,33,8,0.07451923,0.165865384,0.288770053,0.353365384,0.427807486,0.78117287,0.139037433,0.331103678,0.369866433775568,128.075894769438,0.18581081,0.510135135,0.304054054,0.255555555,0.40836013,0.11546253,sa3018552,,,
1171,Anderson Nova,MIN,CPX,19,29,71,80,15,10,2,2,1,8,7,8,15,1,0,1,0.1,0.1875,0.211267605,0.3,0.338028169,0.638028169,0.126760564,0.254545454,0.313624322414398,76.6989772312444,0.092592592,0.462962962,0.444444444,0.25,0.46428571,0.13270142,sa3018553,,,
1172,Faruk De La Cruz,TOR,CPX,19,28,78,89,13,9,4,0,0,10,9,11,29,0,2,0,0.123595505,0.325842696,0.166666666,0.269662921,0.217948717,0.487611638,0.051282051,0.265306122,0.257195648852359,44.1426725096777,0.139534883,0.488372093,0.372093023,0.125,0.45454545,0.17582418,sa3018554,,,
