ID,Pos,Player,Team,Eligible,Status,Age,Opponent,AB,H,R,HR,RBI,SO,SB,OPS,GP,FANTRAXID,IDFANGRAPHS,MLBID,wOBA,xwOBA,BABIP+,K%,BB%,wRC+,PA,Contact%,Swing%,Pitches,Z-Swing%,O-Swing%,HardHit%,Zone%,est_woba_minus_woba_diff,est_slg_minus_slg_diff,est_ba_minus_ba_diff,bip,brl_pa,ev95plus,avg_hit_speed,avg_hit_angle,ev50,Swings,Swing Decisions,Z-Pitches,Z-Swings,O-Pitches,O-Swings,team_name
*04pst*,OF,Jarren Duran,BOS,OF,Act,28,@NYY Fri 6:05PM,610,174,102,21,72,146,32,0.845,145,*04pst*,24617,680776.0,0.364,0.348,121.0,0.217,0.075,133.0,663.0,0.7829999999999999,0.478,2597.0,0.7040000000000001,0.309,0.441,0.42700000000000005,0.016,0.0389999999999999,0.0079999999999999,465.0,6.8,206.0,90.6,9.2,102.0,1241.366,39.50000000000001,1108.919,780.6789760000001,1488.081,459.817029,Florence Y'alls
*02z0s*,OF,Aaron Judge,NYY,OF,Act,32,BOS Fri 6:05PM,517,165,110,51,126,156,8,1.136,145,*02z0s*,15640,592450.0,0.468,0.472,128.0,0.242,0.185,211.0,644.0,0.7090000000000001,0.419,2631.0,0.711,0.217,0.6,0.409,-0.0039999999999999,-0.0319999999999999,0.013,359.0,14.3,215.0,95.8,18.4,106.9,1102.389,49.4,1076.079,765.0921689999999,1554.9209999999998,337.41785699999997,Florence Y'alls
*041xv*,UT,Nathaniel Lowe,TEX,1B,Act,29,@SEA Fri 9:10PM,430,113,55,13,55,112,2,0.751,125,*041xv*,19566,663993.0,0.332,0.323,114.0,0.22399999999999998,0.128,116.0,499.0,0.816,0.42200000000000004,2088.0,0.633,0.267,0.379,0.423,0.009,0.017,0.014,319.0,3.4,123.0,88.7,8.2,100.1,881.1360000000001,36.6,883.2239999999999,559.080792,1204.7759999999998,321.675192,Florence Y'alls
*0310n*,UT,Ryan McMahon,COL,"2B,3B",Act,29,CHC Fri 7:40PM,514,127,62,19,61,165,4,0.74,139,*0310n*,15112,641857.0,0.324,0.335,110.0,0.281,0.111,95.0,583.0,0.723,0.466,2484.0,0.669,0.301,0.496,0.449,-0.011,-0.023,-0.003,349.0,6.9,175.0,92.4,9.7,102.9,1157.544,36.800000000000004,1115.316,746.1464040000001,1368.6839999999997,411.9738839999999,Florence Y'alls
*05gwy*,SS,Masyn Winn,STL,SS,Res,22,@TOR Fri 6:07PM,525,143,72,13,50,101,11,0.731,136,*05gwy*,27479,691026.0,0.314,0.295,106.0,0.17800000000000002,0.067,103.0,567.0,0.831,0.467,2276.0,0.645,0.33299999999999996,0.316,0.429,0.019,0.046,0.011,427.0,2.3,135.0,86.6,13.1,97.8,1062.892,31.200000000000006,976.404,629.78058,1299.596,432.76546799999994,Florence Y'alls
*041ah*,OF,Josh Lowe,TB,OF,Res,26,@CLE Fri 6:10PM,305,74,32,9,30,102,23,0.702,91,*041ah*,19953,666139.0,0.3,0.292,115.0,0.306,0.079,98.0,330.0,0.728,0.514,1411.0,0.716,0.363,0.45299999999999996,0.429,0.008,0.011,0.0139999999999999,203.0,6.4,92.0,90.6,16.7,101.0,725.254,35.3,605.319,433.40840399999996,805.6809999999999,292.462203,Florence Y'alls
*05mdt*,OF,Evan Carter,TEX,OF,IR,22,@SEA Fri 9:10PM,144,27,23,5,15,43,2,0.633,45,*05mdt*,27790,694497.0,0.278,0.282,79.0,0.265,0.09300000000000001,79.0,162.0,0.778,0.38299999999999995,649.0,0.581,0.21600000000000003,0.324,0.457,-0.0039999999999999,0.0259999999999999,-0.0239999999999999,102.0,3.7,33.0,86.0,13.9,97.2,248.56699999999998,36.49999999999999,296.593,172.320533,352.4069999999999,76.119912,Florence Y'alls
*0406v*,OF,Esteury Ruiz,OAK,OF,IR,25,@CHW Fri 6:40PM,55,11,10,2,8,20,5,0.652,29,*0406v*,21780,665923.0,0.281,0.284,90.0,0.308,0.062,84.0,65.0,0.6970000000000001,0.496,246.0,0.6829999999999999,0.359,0.359,0.423,-0.0029999999999999,0.026,0.014,39.0,6.2,14.0,87.7,17.1,98.2,122.016,32.4,104.05799999999999,71.07161399999998,141.94199999999998,50.95717799999999,Florence Y'alls
*030ud*,UT,Eloy Jimenez,BAL,UT,IR,27,@DET Fri 5:40PM,316,77,25,6,23,68,3,0.641,94,*030ud*,17484,650391.0,0.282,0.303,102.0,0.19899999999999998,0.065,82.0,341.0,0.7709999999999999,0.503,1175.0,0.701,0.371,0.49,0.39899999999999997,-0.021,-0.047,-0.007,249.0,5.9,122.0,92.0,4.3,103.1,591.025,32.99999999999999,468.82499999999993,328.64632499999993,706.175,261.990925,Florence Y'alls
*05ojj*,UT,Matt Mervis,CHC,1B,Min,26,@COL Fri 7:40PM,26,3,1,0,3,8,0,0.302,9,*05ojj*,27845,670223.0,0.137,0.162,56.0,0.28600000000000003,0.036000000000000004,-16.0,28.0,0.698,0.541,98.0,0.792,0.3,0.263,0.49,-0.0249999999999999,-0.0519999999999999,-0.0119999999999999,18.0,3.6,5.0,87.1,10.5,96.3,53.018,49.2,48.019999999999996,38.031839999999995,49.980000000000004,14.994,Florence Y'alls
*05tzg*,2B,Jace Jung,DET,"2B,3B",Min,23,BAL Fri 5:40PM,66,15,12,0,3,23,0,0.619,23,*05tzg*,31437,690291.0,0.288,0.293,125.0,0.303,0.145,87.0,76.0,0.736,0.455,308.0,0.669,0.304,0.31,0.41200000000000003,-0.005,-0.0229999999999999,0.008,42.0,2.6,13.0,86.1,13.7,97.4,140.14000000000001,36.50000000000001,126.89600000000002,84.89342400000001,181.10399999999998,55.05561599999999,Florence Y'alls
*05tce*,2B,Connor Norby,MIA,"2B,3B",Min,24,@WSH Fri 5:45PM,116,30,22,8,18,39,2,0.827,30,*05tce*,29592,681393.0,0.357,0.297,112.0,0.322,0.042,130.0,118.0,0.698,0.584,442.0,0.802,0.408,0.36,0.446,0.06,0.112,0.038,75.0,8.5,28.0,84.7,16.5,97.9,258.128,39.400000000000006,197.132,158.09986400000003,244.86800000000002,99.906144,Florence Y'alls
*0648z*,OF,Victor Scott,STL,OF,Min,23,@TOR Fri 6:07PM,140,23,12,2,9,42,5,0.478,50,*0648z*,31349,687363.0,0.21,0.242,73.0,0.28,0.04,33.0,150.0,0.752,0.488,553.0,0.701,0.324,0.33,0.436,-0.032,-0.0349999999999999,-0.039,100.0,4.0,33.0,88.8,13.0,98.6,269.864,37.699999999999996,241.108,169.016708,311.89200000000005,101.05300800000002,Florence Y'alls
*042sz*,C,Will Smith,LAD,C,Act,29,@ATL Fri 6:20PM,436,107,66,18,70,101,0,0.753,116,*042sz*,19197,669257.0,0.322,0.327,93.0,0.203,0.09300000000000001,108.0,497.0,0.816,0.46399999999999997,2071.0,0.685,0.302,0.409,0.424,-0.005,-0.01,0.007,342.0,7.4,143.0,89.4,19.3,99.3,960.944,38.300000000000004,878.1039999999999,601.50124,1192.8960000000002,360.25459200000006,The Authority
*04yk2*,1B,Spencer Torkelson,DET,1B,Act,25,BAL Fri 5:40PM,296,64,39,8,31,89,0,0.651,77,*04yk2*,27465,679529.0,0.281,0.28,95.0,0.273,0.071,81.0,322.0,0.76,0.45,1325.0,0.674,0.261,0.41100000000000003,0.45899999999999996,0.001,0.001,0.002,206.0,4.3,85.0,89.5,20.4,100.2,596.25,41.300000000000004,608.175,409.90995,716.825,187.091325,The Authority
*05jrh*,2B,Colt Keith,DET,"2B,3B",Act,23,BAL Fri 5:40PM,476,124,51,12,55,101,7,0.691,134,*05jrh*,27899,690993.0,0.303,0.315,108.0,0.19699999999999998,0.063,97.0,508.0,0.7879999999999999,0.48,1846.0,0.693,0.32299999999999995,0.353,0.424,-0.012,-0.02,-0.011,374.0,3.9,132.0,87.6,10.5,98.4,886.0799999999999,37.0,782.704,542.413872,1063.296,343.44460799999996,The Authority
*041qh*,3B,Jose Miranda,MIN,"1B,3B",Act,26,CIN Fri 7:10PM,387,114,44,9,49,60,2,0.79,116,*041qh*,20538,669304.0,0.339,0.316,114.0,0.145,0.043,122.0,415.0,0.8059999999999999,0.52,1479.0,0.728,0.381,0.39899999999999997,0.40299999999999997,0.023,0.042,0.0269999999999999,331.0,4.8,132.0,89.0,14.6,99.6,769.08,34.699999999999996,596.0369999999999,433.91493599999995,882.963,336.408903,The Authority
*03qml*,SS,Dylan Moore,SEA,"2B,3B,SS,OF",Act,32,TEX Fri 9:10PM,340,70,47,10,41,118,29,0.7,120,*03qml*,18042,664238.0,0.31,0.297,97.0,0.292,0.111,107.0,404.0,0.774,0.42700000000000005,1660.0,0.6779999999999999,0.23399999999999999,0.368,0.436,0.013,0.0469999999999999,0.0039999999999999,228.0,5.0,84.0,88.5,22.6,98.9,708.82,44.39999999999999,723.76,490.7092799999999,936.2400000000001,219.08016,The Authority
*05rb1*,OF,Sal Frelick,MIL,OF,Act,24,@ARI Fri 8:40PM,432,113,62,2,28,72,16,0.664,131,*05rb1*,29622,686217.0,0.297,0.284,105.0,0.151,0.08199999999999999,90.0,476.0,0.884,0.40700000000000003,1857.0,0.56,0.29,0.19699999999999998,0.435,0.013,0.026,0.01,358.0,0.6,71.0,83.2,9.8,94.4,755.7990000000001,27.000000000000007,807.795,452.3652,1049.205,304.26944999999995,The Authority
*03pir*,OF,Kyle Tucker,HOU,OF,Act,27,@LAA Fri 8:38PM,229,61,45,19,42,46,10,0.961,65,*03pir*,18345,663656.0,0.405,0.408,86.0,0.162,0.17300000000000001,169.0,278.0,0.8190000000000001,0.406,1120.0,0.6940000000000001,0.196,0.435,0.42100000000000004,-0.0029999999999999,0.0099999999999998,-0.018,182.0,8.6,80.0,90.9,22.0,100.2,454.72,49.800000000000004,471.52000000000004,327.23488000000003,648.4799999999999,127.10207999999999,The Authority
*05yaf*,OF,Jacob Young,WSH,OF,Act,25,MIA Fri 5:45PM,426,109,73,3,34,92,32,0.651,135,*05yaf*,29931,696285.0,0.29,0.291,108.0,0.193,0.057,86.0,471.0,0.831,0.428,1755.0,0.588,0.29,0.272,0.462,0.0,0.009,-0.006,342.0,1.1,93.0,85.1,4.1,96.3,751.14,29.799999999999997,810.8100000000001,476.75628,944.19,273.8151,The Authority
*04eep*,UT,Luis Campusano,SD,C,Act,25,@SF Fri 9:15PM,277,63,37,8,40,41,0,0.642,91,*04eep*,22217,669134.0,0.282,0.29,81.0,0.13699999999999998,0.067,83.0,299.0,0.812,0.51,1025.0,0.7,0.353,0.342,0.452,-0.008,0.005,-0.0169999999999999,237.0,3.7,81.0,87.7,9.9,98.3,522.75,34.699999999999996,463.3,324.31,561.7,198.2801,The Authority
*05m1e*,UT,Jackson Chourio,MIL,OF,Act,20,@ARI Fri 8:40PM,463,125,70,19,69,104,20,0.782,132,*05m1e*,28806,694192.0,0.337,0.336,106.0,0.20800000000000002,0.07,117.0,501.0,0.763,0.491,1822.0,0.684,0.34600000000000003,0.44799999999999995,0.429,0.001,0.019,-0.0109999999999999,359.0,5.4,162.0,89.8,7.7,100.9,894.602,33.800000000000004,781.638,534.640392,1040.3619999999999,359.96525199999996,The Authority
*05yj1*,UT,Nolan Schanuel,LAA,1B,Res,22,HOU Fri 8:38PM,478,118,59,13,49,97,6,0.706,135,*05yj1*,33189,694384.0,0.315,0.324,98.0,0.17300000000000001,0.114,103.0,560.0,0.866,0.41600000000000004,2182.0,0.637,0.258,0.261,0.41700000000000004,-0.009,-0.005,-0.013,390.0,2.7,102.0,86.2,10.1,95.5,907.7120000000001,37.9,909.8940000000001,579.6024780000001,1272.106,328.203348,The Authority
*04y94*,OF,Jonny Deluca,TB,OF,Res,26,@CLE Fri 6:10PM,302,65,28,6,31,72,16,0.618,97,*04y94*,26365,676356.0,0.272,0.279,92.0,0.218,0.071,79.0,326.0,0.785,0.528,1197.0,0.7390000000000001,0.39399999999999996,0.284,0.39,-0.006,0.009,-0.019,229.0,3.1,65.0,85.0,16.6,96.5,632.0160000000001,34.500000000000014,466.83000000000004,344.98737000000006,730.17,287.68697999999995,The Authority
*02mwj*,OF,Mitch Haniger,SEA,OF,Res,33,TEX Fri 9:10PM,365,76,41,12,44,118,0,0.625,115,*02mwj*,14274,571745.0,0.278,0.297,95.0,0.29100000000000004,0.094,85.0,406.0,0.701,0.439,1689.0,0.6709999999999999,0.268,0.46,0.425,-0.0189999999999999,-0.0359999999999999,-0.014,248.0,5.4,114.0,90.6,13.5,101.0,741.471,40.29999999999999,717.8249999999999,481.6605749999999,971.175,260.2749,The Authority
*04psu*,OF,James Outman,LAD,OF,Res,27,@ATL Fri 6:20PM,135,20,12,4,11,54,2,0.52,52,*04psu*,24770,681546.0,0.24,0.278,70.0,0.35100000000000003,0.09699999999999999,53.0,154.0,0.667,0.47700000000000004,624.0,0.713,0.307,0.38299999999999995,0.419,-0.038,-0.0519999999999999,-0.049,81.0,2.6,31.0,87.6,15.3,100.2,297.648,40.599999999999994,261.456,186.418128,362.544,111.301008,The Authority
*04o2x*,UT,Davis Schneider,TOR,"2B,OF",Res,25,STL Fri 6:07PM,357,68,42,10,40,129,6,0.616,122,*04o2x*,23565,676914.0,0.275,0.29,91.0,0.315,0.105,78.0,410.0,0.718,0.426,1785.0,0.6829999999999999,0.26,0.369,0.39399999999999996,-0.0149999999999999,-0.0219999999999999,-0.006,233.0,6.6,88.0,88.9,22.1,98.9,760.41,42.29999999999999,703.29,480.3470699999999,1081.7100000000003,281.2446000000001,The Authority
*05u2u*,UT,Tyler Black,MIL,2B,Min,24,@ARI Fri 8:40PM,49,10,4,0,2,17,3,0.561,18,*05u2u*,29949,672012.0,0.265,0.251,106.0,0.298,0.12300000000000001,68.0,57.0,0.7859999999999999,0.431,239.0,0.7,0.237,0.156,0.418,0.014,0.0199999999999999,0.0189999999999999,32.0,0.0,5.0,83.0,16.4,93.4,103.009,46.3,99.902,69.9314,139.098,32.966226,The Authority
*05ahe*,3B,Curtis Mead,TB,"2B,3B",Min,23,@CLE Fri 6:10PM,122,29,10,1,7,30,2,0.569,38,*05ahe*,23986,678554.0,0.255,0.282,106.0,0.22699999999999998,0.045,67.0,132.0,0.809,0.525,472.0,0.7140000000000001,0.41200000000000003,0.36200000000000004,0.373,-0.0269999999999999,-0.071,-0.004,93.0,3.0,34.0,88.8,16.3,99.4,247.8,30.200000000000003,176.056,125.70398400000002,295.944,121.92892800000001,The Authority
*05xu8*,3B,Tyler Locklear,SEA,"1B,3B",Min,23,TEX Fri 9:10PM,45,7,3,2,3,20,1,0.536,16,*05xu8*,31396,682988.0,0.238,0.228,76.0,0.408,0.061,57.0,49.0,0.65,0.51,196.0,0.716,0.385,0.4,0.37799999999999995,0.0099999999999999,0.025,0.003,25.0,4.1,11.0,87.2,21.2,99.8,99.96000000000001,33.099999999999994,74.088,53.04700799999999,121.91200000000002,46.93612000000001,The Authority
*05g2r*,OF,Oscar Colas,CHW,OF,Min,25,OAK Fri 6:40PM,33,9,1,0,4,10,0,0.641,13,*05g2r*,30162,693049.0,0.3,0.299,137.0,0.263,0.105,94.0,38.0,0.757,0.514,144.0,0.655,0.419,0.435,0.40299999999999997,0.001,-0.0219999999999999,0.022,23.0,0.0,10.0,89.9,7.1,101.7,74.016,23.600000000000005,58.032,38.01096,85.96799999999999,36.02059199999999,The Authority
*04pmu*,C,Ryan Jeffers,MIN,C,Act,27,CIN Fri 7:10PM,371,86,50,20,61,85,3,0.759,109,*04pmu*,24618,680777.0,0.327,0.315,85.0,0.201,0.071,114.0,422.0,0.777,0.483,1643.0,0.66,0.366,0.345,0.39899999999999997,0.012,0.042,-0.002,293.0,6.2,102.0,86.9,16.0,99.3,793.569,29.400000000000006,655.5569999999999,432.66761999999994,987.443,361.404138,The Geriatric and Injured
*05184*,1B,Vinnie Pasquantino,KC,1B,Act,26,@PIT Fri 5:40PM,496,130,64,19,97,71,1,0.76,131,*05184*,27676,686469.0,0.324,0.331,93.0,0.128,0.07200000000000001,107.0,554.0,0.875,0.47700000000000004,2136.0,0.674,0.33799999999999997,0.45799999999999996,0.41200000000000003,-0.007,0.003,-0.004,439.0,5.6,204.0,91.0,14.6,101.0,1018.8720000000001,33.60000000000001,880.032,593.1415680000001,1255.9679999999998,424.51718399999993,The Geriatric and Injured
*04b00*,2B,Brice Turang,MIL,"2B,SS",Act,24,@ARI Fri 8:40PM,500,126,63,7,52,97,41,0.667,140,*04b00*,22186,668930.0,0.296,0.297,102.0,0.17600000000000002,0.08,89.0,552.0,0.885,0.46,2216.0,0.632,0.317,0.308,0.45299999999999996,-0.001,0.011,-0.006,409.0,2.0,127.0,87.7,6.5,97.2,1019.36,31.5,1003.848,634.431936,1212.152,384.252184,The Geriatric and Injured
*030uc*,3B,Rafael Devers,BOS,3B,Act,27,@NYY Fri 6:05PM,502,139,84,28,81,136,2,0.887,131,*030uc*,17350,646240.0,0.372,0.37,113.0,0.23399999999999999,0.109,139.0,568.0,0.726,0.511,2239.0,0.755,0.335,0.52,0.418,0.002,0.007,0.0,371.0,8.5,193.0,93.2,11.7,104.6,1144.1290000000001,42.0,935.9019999999999,706.60601,1303.0980000000002,436.5378300000001,The Geriatric and Injured
*02611*,SS,Francisco Lindor,NYM,SS,Act,30,@PHI Fri 5:40PM,596,160,102,31,85,122,27,0.831,146,*02611*,12916,596019.0,0.358,0.383,98.0,0.183,0.081,135.0,665.0,0.7879999999999999,0.485,2623.0,0.7190000000000001,0.302,0.474,0.44,-0.025,-0.049,-0.0179999999999999,477.0,9.9,226.0,90.9,17.3,101.1,1272.155,41.70000000000001,1154.1200000000001,829.8122800000002,1468.88,443.60176,The Geriatric and Injured
*040b5*,OF,Randy Arozarena,SEA,OF,Act,29,TEX Fri 9:10PM,496,109,71,19,54,151,20,0.722,140,*040b5*,19290,668227.0,0.321,0.324,95.0,0.257,0.109,113.0,580.0,0.7290000000000001,0.413,2447.0,0.619,0.27699999999999997,0.42,0.39799999999999996,-0.003,0.006,-0.002,348.0,5.0,146.0,90.1,13.7,100.6,1010.611,34.2,973.906,602.847814,1473.0940000000003,408.04703800000004,The Geriatric and Injured
*0513l*,OF,Brenton Doyle,COL,OF,Act,26,CHC Fri 7:40PM,508,135,79,22,67,147,27,0.784,139,*0513l*,25479,686668.0,0.337,0.339,112.0,0.263,0.079,104.0,560.0,0.722,0.507,2021.0,0.765,0.336,0.418,0.39899999999999997,-0.002,0.005,0.005,366.0,7.1,154.0,89.2,13.0,101.1,1024.647,42.9,806.3789999999999,616.8799349999999,1214.6209999999999,408.11265599999996,The Geriatric and Injured
*04fhb*,OF,Julio Rodriguez,SEA,OF,Act,23,TEX Fri 9:10PM,495,128,62,14,49,136,22,0.688,128,*04fhb*,23697,677594.0,0.303,0.335,115.0,0.254,0.065,102.0,535.0,0.7170000000000001,0.535,2104.0,0.76,0.396,0.444,0.382,-0.032,-0.075,-0.013,358.0,6.2,160.0,90.6,10.5,102.8,1125.64,36.4,803.7280000000001,610.8332800000001,1300.272,514.907712,The Geriatric and Injured
*01svq*,UT,Manny Machado,SD,3B,Act,32,@SF Fri 9:15PM,536,147,70,26,94,108,9,0.795,138,*01svq*,11493,592518.0,0.339,0.34,101.0,0.18600000000000003,0.07200000000000001,122.0,582.0,0.7909999999999999,0.513,2151.0,0.755,0.32299999999999995,0.49,0.439,-0.001,0.003,-0.003,431.0,7.9,211.0,92.4,12.0,103.5,1103.463,43.2,944.289,712.938195,1206.7109999999998,389.7676529999999,The Geriatric and Injured
*03cag*,UT,Kyle Schwarber,PHI,OF,Act,31,NYM Fri 5:40PM,510,128,100,35,95,176,5,0.868,134,*03cag*,16478,656941.0,0.372,0.38,103.0,0.28300000000000003,0.158,140.0,621.0,0.705,0.39299999999999996,2583.0,0.619,0.23399999999999999,0.561,0.41200000000000003,-0.008,-0.019,-0.005,342.0,8.4,192.0,94.1,15.2,105.3,1015.1189999999999,38.5,1064.1960000000001,658.7373240000001,1518.8039999999999,355.4001359999999,The Geriatric and Injured
*03pix*,C,Tyler Stephenson,CIN,C,Res,28,@MIN Fri 7:10PM,411,106,62,18,58,100,1,0.787,125,*03pix*,17988,663886.0,0.343,0.321,101.0,0.212,0.09,114.0,457.0,0.799,0.43,1725.0,0.648,0.27399999999999997,0.426,0.418,0.022,0.049,0.016,312.0,6.3,133.0,90.1,10.6,100.1,741.75,37.400000000000006,721.05,467.24039999999997,1003.9500000000002,275.08230000000003,The Geriatric and Injured
*01ual*,1B,Paul Goldschmidt,STL,1B,Res,37,@TOR Fri 6:07PM,548,135,62,21,59,160,9,0.717,139,*01ual*,9218,502671.0,0.313,0.333,106.0,0.267,0.071,102.0,591.0,0.747,0.474,2479.0,0.674,0.317,0.494,0.43799999999999994,-0.02,-0.045,-0.009,386.0,6.9,195.0,91.7,14.2,101.9,1175.046,35.7,1085.802,731.830548,1393.198,441.643766,The Geriatric and Injured
*04pkr*,SS,Nico Hoerner,CHC,"2B,SS",Res,27,@COL Fri 7:40PM,524,137,76,5,42,64,28,0.681,136,*04pkr*,21479,663538.0,0.302,0.311,98.0,0.11,0.071,96.0,580.0,0.887,0.475,2115.0,0.642,0.349,0.28300000000000003,0.429,-0.009,0.002,-0.016,463.0,1.0,132.0,85.6,10.3,96.2,1004.625,29.300000000000004,907.335,582.5090700000001,1207.665,421.475085,The Geriatric and Injured
*04yrs*,OF,Jhonkensy Noel,CLE,"3B,OF",Res,23,TB Fri 6:10PM,153,35,24,13,28,55,0,0.827,56,*04yrs*,24257,678877.0,0.356,0.334,92.0,0.325,0.071,134.0,169.0,0.674,0.537,629.0,0.664,0.467,0.381,0.355,0.0219999999999999,0.068,0.018,97.0,10.1,37.0,88.9,21.2,101.5,337.773,19.7,223.295,148.26788,405.705,189.464235,The Geriatric and Injured
*04ru5*,OF,Andy Pages,LAD,OF,Res,23,@ATL Fri 6:20PM,374,91,55,10,39,102,1,0.688,105,*04ru5*,24816,681624.0,0.3,0.317,103.0,0.249,0.063,93.0,410.0,0.7759999999999999,0.513,1601.0,0.73,0.34,0.402,0.442,-0.017,-0.0259999999999999,-0.006,276.0,7.1,111.0,88.5,20.9,100.3,821.313,38.99999999999999,707.642,516.57866,893.3580000000001,303.74172000000004,The Geriatric and Injured
*02mwg*,UT,Jesse Winker,NYM,"OF,UT",Res,31,@PHI Fri 5:40PM,411,108,63,14,58,103,14,0.786,136,*02mwg*,13590,608385.0,0.345,0.331,107.0,0.213,0.122,124.0,484.0,0.81,0.429,1973.0,0.669,0.23,0.371,0.45299999999999996,0.0149999999999999,0.0289999999999999,0.012,313.0,5.0,118.0,88.7,13.0,99.0,846.417,43.900000000000006,893.7689999999999,597.931461,1079.231,248.22313,The Geriatric and Injured
*04pvs*,SS,Blaze Alexander,ARI,"2B,SS",Min,25,MIL Fri 8:40PM,166,41,19,3,21,49,3,0.664,61,*04pvs*,23789,677942.0,0.298,0.26,113.0,0.265,0.081,89.0,185.0,0.7509999999999999,0.513,714.0,0.767,0.336,0.34700000000000003,0.409,0.0379999999999999,0.054,0.043,118.0,2.2,41.0,88.5,8.5,98.8,366.282,43.1,292.02599999999995,223.98394199999996,421.974,141.783264,The Geriatric and Injured
*03yrz*,C,William Contreras,MIL,C,Act,26,@ARI Fri 8:40PM,553,155,91,21,84,126,6,0.825,142,*03yrz*,20503,661388.0,0.357,0.36,112.0,0.201,0.106,130.0,622.0,0.747,0.47700000000000004,2446.0,0.746,0.295,0.495,0.40399999999999997,-0.003,-0.0189999999999999,0.008,428.0,6.9,214.0,92.8,6.4,103.9,1166.7420000000002,45.1,988.184,737.185264,1457.8160000000003,430.05572000000006,Heaters
*03pjd*,1B,Josh Naylor,CLE,1B,Act,27,TB Fri 6:10PM,513,125,77,29,101,93,6,0.783,138,*03pjd*,18839,647304.0,0.335,0.334,85.0,0.162,0.092,119.0,573.0,0.79,0.509,2039.0,0.752,0.36,0.41200000000000003,0.382,0.001,0.015,-0.013,419.0,6.3,173.0,90.0,11.8,100.9,1037.851,39.2,778.898,585.731296,1260.102,453.63672,Heaters
*03pzn*,2B,Andres Gimenez,CLE,2B,Act,26,TB Fri 6:10PM,533,136,61,8,59,89,28,0.645,139,*03pzn*,19950,665926.0,0.285,0.303,101.0,0.151,0.043,85.0,578.0,0.795,0.556,2210.0,0.7509999999999999,0.408,0.28600000000000003,0.433,-0.018,-0.0229999999999999,-0.012,451.0,2.2,129.0,86.5,9.5,96.6,1228.7600000000002,34.29999999999999,956.93,718.6544299999998,1253.07,511.25255999999996,Heaters
*01ub6*,3B,Jose Ramirez,CLE,3B,Act,31,TB Fri 6:10PM,567,153,104,34,106,76,39,0.838,144,*01ub6*,13510,608070.0,0.352,0.326,90.0,0.122,0.08199999999999999,131.0,621.0,0.862,0.489,2486.0,0.703,0.34700000000000003,0.39399999999999996,0.39899999999999997,0.0259999999999999,0.067,0.013,492.0,6.4,194.0,89.1,19.8,99.7,1215.654,35.599999999999994,991.9139999999999,697.3155419999998,1494.086,518.447842,Heaters
*02c68*,SS,Trea Turner,PHI,SS,Act,31,NYM Fri 5:40PM,439,131,79,18,55,85,15,0.815,105,*02c68*,16252,607208.0,0.353,0.322,114.0,0.18,0.055,127.0,471.0,0.77,0.525,1823.0,0.758,0.36700000000000005,0.42,0.405,0.0309999999999999,0.0429999999999999,0.0319999999999999,355.0,5.3,149.0,89.6,11.4,100.0,957.075,39.099999999999994,738.315,559.64277,1084.685,398.07939500000003,Heaters
*01uc9*,OF,Nick Castellanos,PHI,OF,Act,32,NYM Fri 5:40PM,552,135,69,20,80,126,5,0.717,146,*01uc9*,11737,592206.0,0.311,0.329,96.0,0.209,0.063,99.0,602.0,0.723,0.584,2125.0,0.823,0.41,0.379,0.42200000000000004,-0.018,-0.025,-0.021,428.0,5.5,162.0,88.3,14.8,99.2,1241.0,41.3,896.7500000000001,738.02525,1228.25,503.5825,Heaters
*03nmw*,OF,Ian Happ,CHC,OF,Act,30,@COL Fri 7:40PM,511,124,82,23,81,159,11,0.793,139,*03nmw*,17919,664023.0,0.344,0.35,103.0,0.26899999999999996,0.122,124.0,590.0,0.742,0.45399999999999996,2460.0,0.6940000000000001,0.268,0.452,0.436,-0.006,-0.011,-0.003,354.0,7.3,160.0,90.9,14.9,101.7,1116.84,42.6,1072.56,744.3566400000001,1387.44,371.83392000000003,Heaters
*03qr0*,OF,Cedric Mullins,BAL,OF,Act,29,@DET Fri 5:40PM,395,92,61,17,50,88,27,0.719,134,*03qr0*,17929,656775.0,0.313,0.291,90.0,0.198,0.081,106.0,445.0,0.8220000000000001,0.495,1714.0,0.736,0.298,0.313,0.451,0.022,0.0539999999999999,0.006,311.0,3.6,100.0,86.8,22.9,97.5,848.43,43.8,773.014,568.938304,940.9859999999999,280.41382799999997,Heaters
*04pr1*,UT,Steven Kwan,CLE,OF,Act,27,TB Fri 6:10PM,475,138,81,13,43,50,12,0.783,120,*04pr1*,24610,680757.0,0.343,0.33,106.0,0.095,0.09300000000000001,125.0,528.0,0.9259999999999999,0.392,2116.0,0.598,0.226,0.233,0.447,0.013,0.0319999999999999,0.005,425.0,1.9,99.0,86.2,15.0,95.0,829.472,37.2,945.852,565.6194959999999,1170.148,264.453448,Heaters
*04pqq*,UT,Matt Vierling,DET,"3B,OF",Act,27,BAL Fri 5:40PM,477,124,72,16,54,105,5,0.743,130,*04pqq*,21558,663837.0,0.321,0.316,105.0,0.201,0.06,109.0,513.0,0.8340000000000001,0.434,2075.0,0.6579999999999999,0.254,0.41200000000000003,0.445,0.005,0.023,-0.005,376.0,5.7,156.0,90.0,12.1,100.5,900.55,40.39999999999999,923.375,607.58075,1151.6249999999998,292.5127499999999,Heaters
